iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
NAM,Africa,Namibia,2022-03-28,157615.0,4.0,13.143,4019.0,0.0,0.429,60917.682,1.546,5.08,1553.33,0.0,0.166,0.83,,,,,,,,,981047.0,,379.171,,837.0,0.323,0.017,58.3,tests performed,834756.0,450833.0,383923.0,,,1048.0,32.26,17.42,14.84,,405.0,259.0,0.01,28.7,2587344.0,3.078,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.646,,,,
NRU,Oceania,Nauru,2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16824.0,9150.0,7674.0,,,27.0,154.73,84.15,70.58,,2483.0,22.0,0.202,,10873.0,682.45,,,,12895.635,,,24.07,43.0,36.9,,5.0,59.96,,,,,
NPL,Asia,Nepal,2022-03-28,978347.0,15.0,21.571,11951.0,0.0,0.143,32968.817,0.505,0.727,402.731,0.0,0.005,0.52,,,,,,,,,6657689.0,,224.354,,5109.0,0.172,0.011,90.9,samples tested,39884435.0,21984499.0,18987229.0,2152086.0,107320.0,72863.0,134.4,74.08,63.98,7.25,2455.0,11642.0,0.039,46.3,29674920.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,,,,
NLD,Europe,Netherlands,2022-03-28,7869196.0,21517.0,33159.571,22015.0,10.0,16.143,458228.203,1252.948,1930.903,1281.947,0.582,0.94,0.8,135.0,7.861,1916.0,111.57,121.0,7.046,1510.0,87.928,30122886.0,33007.0,1754.074,1.922,49397.0,2.876,0.657,1.5,tests performed,34038677.0,13455761.0,12366525.0,9084932.0,,5310.0,198.21,78.35,72.01,52.9,309.0,273.0,0.002,,17173094.0,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,26962.5,7.69,5.88,1570.043
NCL,Oceania,New Caledonia,2022-03-28,60303.0,35.0,43.714,311.0,1.0,0.571,209227.769,121.436,151.671,1079.048,3.47,1.983,,,,,,,,,,,,,,,,,,,367690.0,187946.0,179744.0,,,24.0,127.57,65.21,62.36,,83.0,8.0,0.003,,288217.0,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,,,,
NZL,Oceania,New Zealand,2022-03-28,627898.0,17211.0,15601.857,266.0,35.0,12.714,122485.613,3357.392,3043.493,51.889,6.828,2.48,1.03,,,,,,,,,6909758.0,,1347.904,,2668.0,0.52,,,tests performed,10944416.0,4284081.0,4048731.0,2611604.0,8819.0,7872.0,213.5,83.57,78.98,50.95,1536.0,317.0,0.006,47.22,5126300.0,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,,,,
NIC,North America,Nicaragua,2022-03-28,18365.0,0.0,10.714,229.0,0.0,0.143,2740.072,0.0,1.599,34.167,0.0,0.021,1.36,,,,,,,,,,,,,,,,,,9611936.0,5498389.0,4113547.0,,,0.0,143.41,82.04,61.37,,0.0,0.0,0.0,8.33,6702379.0,51.667,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,,,,
NER,Africa,Niger,2022-03-28,8801.0,0.0,1.0,308.0,0.0,0.0,350.208,0.0,0.04,12.256,0.0,0.0,0.87,,,,,,,,,239644.0,,9.536,,474.0,0.019,0.004,284.3,tests performed,2681673.0,2180972.0,1545630.0,,,456.0,10.67,8.68,6.15,,18.0,356.0,0.001,16.67,25130810.0,16.955,15.1,2.553,1.378,926.0,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.394,,,,
NGA,Africa,Nigeria,2022-03-28,255341.0,45.0,34.0,3142.0,0.0,0.0,1207.853,0.213,0.161,14.863,0.0,0.0,0.94,,,,,,,,,4726096.0,,22.356,,21783.0,0.103,0.001,1003.2,tests performed,31391732.0,21049754.0,9565143.0,,,197628.0,14.85,9.96,4.52,,935.0,129441.0,0.061,,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
OWID_NAM,,North America,2022-03-28,94455491.0,51778.0,43569.286,1410826.0,1141.0,860.143,158327.949,86.791,73.032,2364.851,1.913,1.442,,,,,,,,,,,,,,,,,,,954885679.0,425158779.0,372844473.0,133282762.0,363879.0,532776.0,160.06,71.27,62.5,22.34,893.0,89239.0,0.015,,596581283.0,,,,,,,,,,,,,,,,,,
MKD,Europe,North Macedonia,2022-03-28,305114.0,48.0,242.286,9208.0,2.0,3.429,146501.999,23.047,116.335,4421.267,0.96,1.646,0.94,,,,,,,,,1955058.0,,938.731,,2303.0,1.106,0.106,9.5,tests performed,1836421.0,852584.0,835151.0,148686.0,,485.0,88.18,40.94,40.1,7.14,233.0,40.0,0.002,,2082661.0,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,4.28,75.8,0.774,,,,
NOR,Europe,Norway,2022-03-28,1399714.0,2076.0,2355.286,2339.0,170.0,10.429,256093.855,379.828,430.927,427.947,31.103,1.908,0.58,,,490.0,89.651,23.0,4.285,356.0,65.206,10990078.0,1679.0,2010.762,0.307,4968.0,0.909,0.394,2.5,people tested,11268214.0,4331465.0,4026839.0,2909910.0,7.0,1011.0,206.16,79.25,73.68,53.24,185.0,80.0,0.001,,5465629.0,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.957,,,,
OWID_OCE,,Oceania,2022-03-28,5278999.0,73956.0,71959.143,8785.0,65.0,37.714,122142.633,1711.154,1664.952,203.263,1.504,0.873,,,,,,,,,,,,,,,,,,,70860753.0,28552778.0,26934338.0,15488612.0,67869.0,84433.0,163.95,66.06,62.32,35.84,1954.0,7445.0,0.017,,43219954.0,,,,,,,,,,,,,,,,,,
OMN,Asia,Oman,2022-03-28,388160.0,74.0,76.143,4250.0,0.0,0.0,74312.092,14.167,14.577,813.65,0.0,0.0,0.53,,,,,,,,,,,,,,,,,,6986946.0,3242461.0,3021149.0,,,4450.0,133.76,62.08,57.84,,852.0,1071.0,0.021,45.37,5223376.0,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
PAK,Asia,Pakistan,2022-03-28,1524355.0,269.0,276.571,30347.0,1.0,2.0,6768.896,1.194,1.228,134.756,0.004,0.009,0.58,,,,,,,,,27388407.0,,121.618,,30371.0,0.135,0.009,114.9,tests performed,,,,,,,,,,,,,,70.37,225199929.0,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,
PLW,Oceania,Palau,2022-03-28,4014.0,27.0,6.857,6.0,0.0,0.0,220864.972,1485.639,377.305,330.142,0.0,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18174.0,47.237,,,,13240.405,,,15.89,7.7,22.7,,4.8,73.7,0.826,,,,
PSE,Asia,Palestine,2022-03-28,655750.0,282.0,113.714,5655.0,6.0,2.0,125556.315,53.994,21.773,1082.762,1.149,0.383,0.53,,,,,,,,,,4471.0,,0.856,1289.0,0.247,0.196,5.1,tests performed,3694897.0,1995873.0,1756319.0,,,2429.0,70.75,38.21,33.63,,465.0,569.0,0.011,,5222756.0,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,,,,,74.05,0.708,,,,
PAN,North America,Panama,2022-03-28,763608.0,125.0,300.0,8167.0,3.0,1.571,174276.74,28.529,68.468,1863.938,0.685,0.359,0.81,,,,,,,,,5656308.0,7450.0,1290.928,1.7,6206.0,1.416,0.046,21.7,tests performed,7889044.0,3434847.0,3017898.0,1436299.0,,14289.0,180.05,78.39,68.88,32.78,3261.0,4733.0,0.108,22.22,4381583.0,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,,,,
PNG,Oceania,Papua New Guinea,2022-03-28,43203.0,127.0,238.571,640.0,0.0,0.143,4737.688,13.927,26.162,70.183,0.0,0.016,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9119005.0,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
PRY,South America,Paraguay,2022-03-28,647950.0,44.0,97.429,18664.0,0.0,9.286,89748.23,6.094,13.495,2585.17,0.0,1.286,0.57,,,,,,,,,2609819.0,1757.0,361.489,0.243,1763.0,0.244,0.065,15.3,tests performed,8428214.0,3868131.0,3316744.0,1243339.0,,7562.0,116.74,53.58,45.94,17.22,1047.0,1299.0,0.018,21.3,7219641.0,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,,,,
PER,South America,Peru,2022-03-28,3545628.0,225.0,519.143,212157.0,29.0,33.286,106285.677,6.745,15.562,6359.734,0.869,0.998,0.58,,,,,,,,,28511805.0,,854.685,,44682.0,1.339,0.013,76.9,tests performed,65552891.0,28381144.0,25480351.0,11691396.0,82983.0,99451.0,196.5,85.08,76.38,35.05,2981.0,14230.0,0.043,36.11,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,228767.3,79.44,10.2,6857.653
PHL,Asia,Philippines,2022-03-28,3677376.0,385.0,383.143,59030.0,15.0,107.714,33115.518,3.467,3.45,531.577,0.135,0.97,0.72,,,,,,,,,26992200.0,21848.0,243.07,0.197,21846.0,0.197,0.024,41.6,people tested,141226139.0,70173137.0,65528820.0,11743345.0,,352211.0,127.18,63.19,59.01,10.58,3172.0,91055.0,0.082,78.24,111046910.0,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,,,,
POL,Europe,Poland,2022-03-28,5945594.0,2367.0,7184.286,114829.0,1.0,86.857,157303.331,62.624,190.076,3038.045,0.026,2.298,0.79,,,6669.0,176.443,,,,,35583635.0,,941.441,,66492.0,1.759,0.161,6.2,tests performed,53882175.0,22582308.0,22338384.0,11675717.0,1624.0,14721.0,142.56,59.75,59.1,30.89,389.0,1737.0,0.005,24.07,37797000.0,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,,,,
PRT,Europe,Portugal,2022-03-28,3534003.0,75276.0,10753.714,21545.0,137.0,19.571,347563.903,7403.282,1057.612,2118.918,13.474,1.925,0.62,64.0,6.294,1164.0,114.478,,,,,39851361.0,21878.0,3919.322,2.152,50516.0,4.968,0.211,4.7,tests performed,,,,,,,,,,,,,,17.59,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
QAT,Asia,Qatar,2022-03-28,361020.0,152.0,130.143,677.0,0.0,0.0,123192.985,51.868,44.409,231.017,0.0,0.0,0.89,,,,,,,,,6333416.0,21316.0,2161.189,7.274,19035.0,6.495,,,tests performed,6603059.0,2593517.0,2593517.0,1430234.0,5684.0,7856.0,225.32,88.5,88.5,48.8,2681.0,419.0,0.014,47.22,2930524.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,
ROU,Europe,Romania,2022-03-28,2842739.0,1951.0,3494.857,64913.0,8.0,30.857,148618.407,101.998,182.711,3393.652,0.418,1.613,0.94,502.0,26.245,3560.0,186.117,,,,,,,,,,,,,,16735678.0,8162071.0,8082925.0,,1208.0,1208.0,87.49,42.67,42.26,,63.0,15446.0,0.081,13.89,19127772.0,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,,,,
RUS,Europe,Russia,2022-03-28,17525184.0,20647.0,24164.0,360347.0,326.0,387.571,120107.883,141.503,165.607,2469.618,2.234,2.656,0.64,,,,,,,29955.0,205.295,283967438.0,,1946.155,,233860.0,1.603,0.108,9.3,tests performed,163513489.0,79920509.0,72808825.0,12923000.0,14898.0,180959.0,112.06,54.77,49.9,8.86,1240.0,101336.0,0.069,,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,,,,
RWA,Africa,Rwanda,2022-03-28,129712.0,3.0,7.714,1459.0,0.0,0.0,9770.032,0.226,0.581,109.893,0.0,0.0,1.03,,,,,,,,,5081757.0,7798.0,382.763,0.587,8209.0,0.618,0.001,949.6,samples tested,,,,2647585.0,,,,,,19.94,,,,,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.543,,,,
SHN,Africa,Saint Helena,2022-03-28,4.0,0.0,0.0,,,,656.276,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6095.0,,,,,,,,,,,,,80.56,,,,,
KNA,North America,Saint Kitts and Nevis,2022-03-28,5549.0,1.0,0.143,42.0,0.0,0.0,103630.523,18.676,2.668,784.372,0.0,0.0,0.21,,,,,,,,,67821.0,,1266.593,,44.0,0.822,0.0,77.1,people tested,,,,,,,,,,,,,,,53546.0,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,,,,
LCA,North America,Saint Lucia,2022-03-28,22941.0,12.0,7.143,365.0,0.0,0.0,124408.219,65.076,38.735,1979.382,0.0,0.0,0.67,,,,,,,,,140271.0,,760.685,,141.0,0.765,0.043,23.0,tests performed,117740.0,58119.0,52713.0,6908.0,,56.0,63.85,31.52,28.59,3.75,304.0,18.0,0.01,,184401.0,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.202,1.3,76.2,0.759,,,,
SPM,North America,Saint Pierre and Miquelon,2022-03-28,1930.0,149.0,33.857,1.0,0.0,0.0,334430.775,25818.749,5866.772,173.28,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5771.0,,,,,,,,,,,,,81.07,,,,,
VCT,North America,Saint Vincent and the Grenadines,2022-03-28,8333.0,1.0,0.571,106.0,0.0,0.0,74890.58,8.987,5.136,952.646,0.0,0.0,0.52,,,,,,,,,104040.0,,935.031,,61.0,0.548,0.009,106.8,tests performed,69602.0,36033.0,30123.0,3446.0,24.0,35.0,62.55,32.38,27.07,3.1,315.0,11.0,0.01,,111269.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,
WSM,Oceania,Samoa,2022-03-28,1105.0,216.0,142.0,,,,5521.025,1079.223,709.489,,,,,,,,,,,,,,,,,,,,,,304893.0,173862.0,131031.0,,,1022.0,152.34,86.87,65.47,,5106.0,995.0,0.497,,200144.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,
SMR,Europe,San Marino,2022-03-28,15181.0,56.0,30.429,113.0,1.0,0.143,446368.715,1646.575,894.695,3322.552,29.403,4.2,1.08,,,,,,,,,,,,,,,,,,68230.0,26331.0,23602.0,,,21.0,200.62,77.42,69.4,,617.0,2.0,0.006,,34010.0,556.667,,,,56861.47,,,5.64,,,,3.8,84.97,,,,,
STP,Africa,Sao Tome and Principe,2022-03-28,5945.0,0.0,0.571,73.0,0.0,0.0,26615.748,0.0,2.558,326.821,0.0,0.0,0.79,,,,,,,,,,,,,,,,,,,,,6755.0,,,,,,3.02,,,,,223364.0,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,
SAU,Asia,Saudi Arabia,2022-03-28,750483.0,127.0,107.571,9040.0,1.0,1.429,21235.669,3.594,3.044,255.796,0.028,0.04,0.55,,,,,,,,,41492799.0,16463.0,1174.08,0.466,15063.0,0.426,0.007,138.9,tests performed,62388851.0,26167138.0,24460457.0,,,62386.0,176.54,74.04,69.21,,1765.0,8973.0,0.025,67.59,35340680.0,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
SEN,Africa,Senegal,2022-03-28,85876.0,8.0,6.429,1964.0,24.0,3.429,4993.863,0.465,0.374,114.211,1.396,0.199,1.13,,,,,,,,,1068046.0,1246.0,62.109,0.072,1251.0,0.073,0.005,216.0,tests performed,2496373.0,1457116.0,1039257.0,,,1244.0,14.52,8.47,6.04,,72.0,676.0,0.004,21.3,17196308.0,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
SRB,Europe,Serbia,2022-03-28,1970827.0,1783.0,1911.0,15768.0,10.0,10.286,286809.797,259.476,278.103,2294.68,1.455,1.497,0.89,41.0,5.967,700.0,101.869,,,,,9142320.0,14076.0,1330.46,2.048,14284.0,2.079,0.136,7.4,people tested,8494958.0,3347209.0,3269374.0,1878375.0,1157.0,562.0,123.63,48.71,47.58,27.34,82.0,132.0,0.002,,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SYC,Africa,Seychelles,2022-03-28,40209.0,165.0,46.571,164.0,1.0,0.143,406521.08,1668.183,470.847,1658.073,10.11,1.444,1.04,,,,,,,,,,,,,,,,,,199466.0,84327.0,80089.0,27744.0,,79.0,201.66,85.26,80.97,28.05,799.0,11.0,0.011,56.48,98910.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,,,,
SLE,Africa,Sierra Leone,2022-03-28,7674.0,0.0,0.0,125.0,0.0,0.0,942.596,0.0,0.0,15.354,0.0,0.0,0.33,,,,,,,,,390698.0,,47.989,,710.0,0.087,0.001,710.0,tests performed,2134324.0,1727305.0,1114047.0,,,24978.0,26.22,21.22,13.68,,3068.0,19168.0,0.235,48.15,8141343.0,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
SGP,Asia,Singapore,2022-03-28,1072005.0,4848.0,7064.286,1254.0,4.0,6.571,196568.322,888.954,1295.344,229.94,0.733,1.205,0.73,,,,,29.0,5.318,1398.0,256.344,,89400.0,,16.393,89400.0,16.393,0.118,8.4,samples tested,13780673.0,5003208.0,4958375.0,3819090.0,7586.0,10162.0,252.69,91.74,90.92,70.03,1863.0,648.0,0.012,60.19,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SXM,North America,Sint Maarten (Dutch part),2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62043.0,27974.0,25970.0,,,28.0,142.89,64.43,59.81,,645.0,7.0,0.016,,43421.0,1209.088,,,,36327.232,,,,,,,,78.95,,,,,
SVK,Europe,Slovakia,2022-03-28,2418385.0,3580.0,8974.429,19292.0,22.0,22.714,443799.812,656.969,1646.905,3540.291,4.037,4.168,0.88,200.0,36.702,2435.0,446.849,,,,,50453548.0,9306.0,9258.772,1.708,26902.0,4.937,0.328,3.0,tests performed,7051819.0,2819636.0,2762540.0,1636788.0,,637.0,129.41,51.74,50.7,30.04,117.0,65.0,0.001,20.37,5449270.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,,,,
SVN,Europe,Slovenia,2022-03-28,957720.0,978.0,2826.286,6479.0,4.0,4.286,460725.166,470.481,1359.626,3116.817,1.924,2.062,1.12,58.0,27.902,285.0,137.103,22.0,10.497,200.0,96.38,4746660.0,5466.0,2283.45,2.629,13366.0,6.43,0.21,4.8,tests performed,2976209.0,1264592.0,1220065.0,638835.0,0.0,469.0,143.17,60.84,58.69,30.73,226.0,25.0,0.001,22.22,2078723.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,,,,
SLB,Oceania,Solomon Islands,2022-03-28,10778.0,352.0,132.429,133.0,0.0,0.857,15309.768,500.004,188.11,188.922,0.0,1.218,1.05,,,,,,,,,,,,,,,,,,342774.0,226873.0,115901.0,,,1963.0,48.69,32.23,16.46,,2788.0,852.0,0.121,,703995.0,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.567,,,,
SOM,Africa,Somalia,2022-03-28,26410.0,0.0,0.0,1361.0,0.0,0.0,1614.353,0.0,0.0,83.193,0.0,0.0,0.41,,,,,,,,,,,,,,,,,,2395219.0,1929472.0,1290895.0,,,16879.0,14.64,11.79,7.89,,1032.0,15088.0,0.092,40.74,16359500.0,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,
ZAF,Africa,South Africa,2022-03-28,3713833.0,581.0,1292.714,99970.0,4.0,11.429,61853.923,9.677,21.53,1665.001,0.067,0.19,1.22,189.0,3.148,1965.0,32.727,,,548.0,9.127,23757304.0,12942.0,395.678,0.216,22477.0,0.374,0.057,17.6,people tested,33405701.0,20875084.0,17802789.0,2078695.0,0.0,55903.0,55.64,34.77,29.65,3.46,931.0,13744.0,0.023,37.96,60041996.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,258966.8,22.47,7.88,4313.094
OWID_SAM,,South America,2022-03-28,55925272.0,17043.0,42723.286,1286313.0,214.0,415.143,128782.882,39.246,98.382,2962.079,0.493,0.956,,,,,,,,,,,,,,,,,,,806721099.0,361572082.0,314947204.0,143121148.0,1093267.0,969844.0,185.77,83.26,72.53,32.96,2233.0,117457.0,0.027,,434260137.0,,,,,,,,,,,,,,,,,,
KOR,Asia,South Korea,2022-03-28,12350428.0,347374.0,344841.143,15423.0,237.0,326.0,240724.758,6770.739,6721.37,300.613,4.619,6.354,0.91,1081.0,21.07,,,985.0,19.199,12257.0,238.904,85330343.0,334483.0,1663.191,6.519,539005.0,10.506,0.642,1.6,people tested,120576735.0,44946767.0,44478548.0,32667018.0,43311.0,38402.0,235.02,87.61,86.69,63.67,749.0,1642.0,0.003,40.74,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
SSD,Africa,South Sudan,2022-03-28,17222.0,38.0,12.143,138.0,0.0,0.0,1513.174,3.339,1.067,12.125,0.0,0.0,1.24,,,,,,,,,358442.0,,31.494,,909.0,0.08,0.014,68.9,tests performed,575057.0,526243.0,482816.0,,,1638.0,5.05,4.62,4.24,,144.0,1635.0,0.014,36.11,11381377.0,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433,,,,
ESP,Europe,Spain,2022-03-28,11451676.0,72892.0,18148.429,102392.0,339.0,98.429,244980.732,1559.347,388.241,2190.428,7.252,2.106,1.33,455.0,9.734,3885.0,83.11,210.0,4.492,3246.0,69.44,88147343.0,60487.0,1885.698,1.294,83657.0,1.79,0.191,5.2,tests performed,93807121.0,41134037.0,40118474.0,24424856.0,,33686.0,200.68,88.0,85.82,52.25,721.0,3086.0,0.007,43.98,46745211.0,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,,,,
LKA,Asia,Sri Lanka,2022-03-28,661053.0,163.0,365.714,16465.0,6.0,4.143,30750.504,7.582,17.012,765.91,0.279,0.193,0.79,,,,,,,,,7535729.0,5048.0,350.543,0.235,4573.0,0.213,0.084,11.9,tests performed,39102567.0,16995787.0,14387077.0,7719703.0,14667.0,21122.0,181.9,79.06,66.93,35.91,983.0,2599.0,0.012,,21497306.0,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,3.6,76.98,0.782,,,,
SDN,Africa,Sudan,2022-03-28,61916.0,27.0,10.571,4902.0,1.0,0.714,1378.688,0.601,0.235,109.153,0.022,0.016,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,44909351.0,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51,,,,
SUR,South America,Suriname,2022-03-28,79173.0,18.0,21.143,1324.0,0.0,0.0,133783.825,30.416,35.726,2237.25,0.0,0.0,0.81,,,,,,,,,81647.0,177.0,137.964,0.299,31.0,0.052,0.137,7.3,tests performed,504529.0,267335.0,237194.0,47795.0,398.0,74.0,85.25,45.17,40.08,8.08,125.0,31.0,0.005,,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,
SWE,Europe,Sweden,2022-03-28,2481736.0,6049.0,1147.0,18189.0,136.0,27.857,244261.532,595.365,112.892,1790.228,13.386,2.742,1.06,,,,,,,,,18121775.0,5752.0,1783.611,0.566,5752.0,0.566,0.226,4.4,tests performed,21053545.0,7817094.0,7614496.0,5153749.0,27102.0,20606.0,207.22,76.94,74.94,50.73,2028.0,450.0,0.004,19.44,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,,
CHE,Europe,Switzerland,2022-03-28,3453885.0,34336.0,17705.0,13524.0,17.0,11.286,396292.511,3939.65,2031.44,1551.719,1.951,1.295,0.96,144.0,16.522,1859.0,213.298,,,651.0,74.695,20157569.0,13353.0,2312.843,1.532,45374.0,5.206,0.44,2.3,tests performed,15632830.0,6081602.0,5993253.0,3679642.0,1955.0,2235.0,179.37,69.78,68.77,42.22,256.0,119.0,0.001,23.15,8715494.0,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.955,,,,
SYR,Asia,Syria,2022-03-28,55672.0,9.0,13.571,3137.0,2.0,1.429,3046.23,0.492,0.743,171.649,0.109,0.078,0.5,,,,,,,,,,,,,,,,,,3369196.0,2308843.0,1318742.0,,,1371.0,18.44,12.63,7.22,,75.0,928.0,0.005,36.11,18275704.0,,21.7,,2.577,,,376.264,,,,70.598,1.5,72.7,0.567,,,,
TWN,Asia,Taiwan,2022-03-28,22896.0,127.0,127.571,853.0,0.0,0.0,959.798,5.324,5.348,35.758,0.0,0.0,1.21,,,,,,,,,6931880.0,20974.0,290.584,0.879,21321.0,0.894,0.006,178.8,people tested,49351562.0,19442628.0,18238757.0,11670177.0,52735.0,46636.0,206.88,81.5,76.46,48.92,1955.0,2451.0,0.01,27.78,23855008.0,,42.2,,8.353,,,103.957,,,,,,80.46,,,,,
TJK,Asia,Tajikistan,2022-03-28,17786.0,0.0,0.0,125.0,0.0,0.0,1824.275,0.0,0.0,12.821,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.74,9749625.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
